index,word,품사,,
7322,뛰게,Verb,,
7330,20-20,Number,,
7331,클럽,Noun,,
7335,훔런,Noun,,
7336,加,Foreign,,
7339,도루,Noun,,
7340,20,Number,,
7341,개릉,Noun,,
7343,달성,Noun,,
7346,«,Foreign,,
7351,명의,Noun,,
7358,동력,Noun,,
7359,올,Verb,,
7362,갖기가,Verb,,
7363,쉽지,Verb,,
7365,호타준족,Noun,,
7366,（好打,Foreign,,
7368,足）,Foreign,,
7370,상징,Noun,,
7372,쓰인다,Verb,,
7378,사상,Noun,,
7379,아시아,Noun,,
7381,최초,Noun,,
7386,가입,Noun,,
7390,아메리칸,Noun,,
7402,3,Number,,
7408,겸비,Noun,,
7426,쿯리,Noun,,
7427,블랜드,Noun,,
7430,110년,Number,,
7432,유일하게,Adjective,,
7437,할을,Verb,,
7447,기록,Noun,,
7457,끊,Verb,,
7461,싸워,Verb,,
7462,얻은,Verb,Punctuation,
7463,결실,Noun,,
7467,서야,Verb,,
7471,미련,Noun,,
7473,완전히,Adjective,,
7474,사라지고,Verb,,
7479,붙기,Verb,,
7486,완벽히,Adjective,,
7487,만족하고,Adjective,,
7488,있지는,Adjective,,
7489,않지만,Verb,,
7492,바꾸길,Verb,,
7505,각박하게,Adjective,,
7506,굴,Noun,,
7511,기쁨,Noun,,
7513,오지,Noun,,
7514,않았을,Verb,,
7516,같단,Adjective,,
7519,든다,Verb,,
7534,수의,Noun,,
7535,연도,Noun,,
7536,별,Noun,,
7540,어려서,Verb,,
7552,완벽하기,Adjective,,
7571,때로는,Noun,,
7573,될까,Verb,,
7577,구심,Noun,,
7582,힘들,Adjective,,
7589,비춰져도,Verb,,
7623,내서,Verb,,
7631,암,Noun,,
7632,묵적,Noun,,
7635,집의,Noun,,
7636,구호,Noun,,
7652,스케줄,Noun,,
7654,컨디션,Noun,,
7657,움직였다,Verb,,
7659,보양식,Noun,,
7667,먹었던,Verb,,
7669,같고,Adjective,,
7671,동생,Noun,,
7676,희생,Noun,,
7683,미안하게,Adjective,,
7686,점,Noun,,
7691,그만큼,Adverb,,
7697,대우,Noun,,
7699,톡톡히,Adjective,,
7705,마찬가지,Noun,,
7713,-,Punctuation,,
7717,야,Exclamation,,
7727,기합,Noun,,
7729,같이,Adverb,,
7730,받았지만,Verb,,
7737,선생님,Noun,,
7741,들이,Verb,,
7742,가볍게,Adjective,,
7745,존재,Noun,,
7752,건너오니,Verb,,
7760,촤악,Noun,,
7763,그날,Noun,,
7765,벌써,Noun,,
7768,째였다,Verb,,
7776,매너,Noun,,
7777,리스,Noun,,
7778,산하,Verb,,
7782,뛰던,Verb,,
7790,샤워,Noun,,
7793,물기,Noun,,
7796,닦은,Verb,,
7801,바가지,Noun,,
7803,뒤집어,Verb,,
7804,씌운,Verb,,
7810,인상,Noun,,
7812,쓰며,Verb,,
7818,말랬,Noun,,
7825,쏘아,Verb,,
7826,붙였다,Verb,,
7831,자지러질,Verb,,
7835,알았다,Verb,,
7837,미안해,Adjective,,
7839,오,Noun,,
7841,너,Noun,,
7844,내니,Verb,,
7846,무서운데,Adjective,,
7850,비웃으며,Verb,,
7854,주변,Noun,,
7856,몇몇,Noun,,
7861,광경,Noun,,
7868,킬킬대며,Verb,,
7869,웃었는데,Verb,,
7871,몹시,Noun,,
7874,나빴다,Adjective,,
7876,무척,Noun,,
7877,자존심,Noun,,
7881,어쩔,Adverb,,
7888,참을,Verb,,
7897,그리며,Verb,,
7898,주먹,Noun,,
7900,불끈,Noun,,
7901,쥘,Verb,,
7906,날,Noun,,
7911,날처,Noun,,
7912,럼,Noun,,
7918,나왔다,Verb,,
7922,닦는데,Verb,,
7926,기다리고,Verb,,
7927,있다가,Adjective,,
7933,씌우는,Verb,,
7940,참으면,Verb,,
7941,안되겠다,Adjective,,
7951,했지,Verb,,
7954,정색,Noun,,
7957,소리쳤다,Verb,,
7960,분위기,Noun,,
7961,파악,Noun,,
7963,안되었는지,Adjective,,
7966,키,Noun,,
7969,뼘,Noun,,
7973,덩,Noun,,
7974,치도,Noun,,
7975,우월했던,Adjective,,
7977,녀석,Noun,,
7982,숏페,Noun,,
7984,Short,Alpha,,
7985,Face,Alpha,,
7989,형,Noun,,
7991,빗대어,Verb,,
7992,놀리며,Verb,,
7993,부르는말,Verb,,
8005,내일,Noun,,
8013,라며,Noun,,
8014,낄낄대는,Verb,,
8020,참는다는,Verb,,
8031,싸움,Noun,,
8033,져,Verb,,
8041,일어나지,Noun,,
8042,않더라도,Verb,,
8048,무례하게,Adjective,,
8064,간절했지만,Adjective,Punctuation,
8067,에선,Josa,,
8072,쳐,Verb,,
8077,폭력,Noun,,
8082,인정받을,Verb,,
8084,없기,Adjective,,
8094,이딴,Modifier,,
8098,무너뜨릴,Noun,,
8109,돌진,Noun,,
8111,벽,Noun,,
8113,밀,Noun,,
8116,힘,Noun,,
8119,멱살,Noun,,
8121,잡고,Noun,,
8122,들어,Verb,,
8123,올렸다,Verb,,
8132,듣는구나,Verb,,
8134,참는,Verb,,
8135,데도,Eomi,,
8144,갑자기,Noun,,
8148,내며,Verb,,
8151,쓰는,Verb,,
8155,맥,Noun,,
8157,풀려,Verb,,
8158,버렸다,Verb,,
8169,그럴게,Adjective,,
8171,진정해,Adjective,,
8174,확실히,Adjective,,
8175,겁,Noun,,
8177,먹은,Verb,,
8183,치를,Verb,,
8185,올린,Verb,,
8191,들거,Verb,,
8192,렸,Noun,,
8200,세례,Noun,,
8202,사라진,Verb,,
8218,남자,Noun,,
8230,어필,Noun,,
8232,뒷날,Noun,,
8234,편하다는,Adjective,,
8237,깨달,Noun,,
8239,첫날,Noun,,
8248,알려지면서,Verb,,
8254,일어나려고만,Verb,,
8261,상대,Noun,,
8264,질,Noun,,
8266,줬다,Verb,,
8270,추,Noun,,
8271,한테,Josa,,
8272,까불지마,Noun,,
8277,세다고,Verb,,
8281,소문,Noun,,
8283,돌면서,Verb,,
8296,피부색,Noun,,
8308,모르게,Verb,,
8324,이면,Noun,,
8325,추가,Noun,,
8326,비용,Noun,,
8328,덜,Noun,,
8329,드는,Verb,,
8330,시민권,Noun,,
8335,뽑고,Verb,,
8339,당연하다,Adjective,,
8345,뛰는,Verb,,
8376,느껴지고,Verb,,
8377,그럴,Adjective,,
8381,으로서,Josa,,
8393,뛰어,Verb,,
8394,넘어야,Verb,,
8401,해줄,Verb,,
8410,당사자,Noun,,
8414,몫,Noun,,
8421,와의,Josa,,
8424,한바탕,Noun,,
8425,벌어지고,Verb,,
8430,보이는,Verb,,
8433,없어졌지만,Verb,,
8443,신체,Noun,,
8448,차이,Noun,,
8451,얕,Adjective,,
8452,보던,Verb,,
8459,거친,Verb,,
8462,다를,Adjective,,
8464,없었기,Adjective,,
8477,인정받기,Verb,,
8480,로써,Noun,,
8483,서야겠다는,Verb,,
8485,진리,Noun,,
8498,동등,Noun,,
8502,살아남기,Verb,,
8504,해서는,Verb,,
8514,대책,Noun,,
8518,하우스,Noun,,
8519,스태프,Noun,,
8521,나가라고,Verb,,
8522,애원,Noun,,
8529,매년,Noun,,
8533,올스타,Noun,,
8537,올리는,Verb,,
8546,보이니,Verb,,
8552,해주기,Verb,,
8557,골수,Noun,,
8559,있기보다,Adjective,,
8563,친해지기,Verb,,
8571,허무,Noun,,
8579,더치페이,Noun,,
8586,밥값,Noun,,
8588,계산,Noun,,
8591,때론,Noun,,
8592,얻어,Verb,,
8593,먹을,Verb,,
8599,보이,Noun,,
8613,장비,Noun,,
8620,브앤,Noun,,
8621,테이크,Noun,,
8631,정,Noun,,
8636,정서,Noun,,
8642,이상하게,Adjective,,
8650,지나자,Verb,,
8658,됐고,Verb,,
8660,마음씨,Noun,,
8665,받아들여주기,Verb,,
8669,이제,Noun,,
8673,빈볼,Noun,,
8675,맞으면,Verb,,
8680,흥분하며,Adjective,,
8681,보복,Noun,,
8682,하겠다고,Verb,,
8683,나설,Verb,,
8685,끈끈,Noun,,
8696,몰려와,Verb,,
8698,음식,Noun,,
8701,소맥,Noun,,
8704,기울이는,Verb,,
8715,끝나고부터는,Verb,,
8720,지역,Noun,,
8722,명사,Noun,,
8724,대접받고,Verb,,
8736,초청,Noun,,
8744,받던,Verb,,
8747,떠올리면,Verb,,
8749,감개,Noun,,
8750,무량,Noun,,
8752,따름,Noun,,
8760,자그마한,Adjective,,
8765,싶어하는,Verb,,
8773,해서도,Verb,,
8774,아니고,Adjective,,
8776,무서워서도,Adjective,,
8779,바로,Noun,,
8803,아닐까,Adjective,,
8813,찾아온,Verb,,
8818,겨우,Noun,,
8829,개선,Noun,,
8835,보았다,Verb,,
8852,아이콘,Noun,,
8855,싶다,Verb,,
8864,이미지,Noun,,
8876,안착,Noun,,
8890,추추,Noun,,
8891,트레인,Noun,,
8894,꾸준히,Adjective,,
8896,준다면,Verb,,
8901,맞서는,Verb,,
8903,없이도,Adjective,,
8904,자연,Noun,,
8905,스럽게,Josa,,
8908,어우러지며,Verb,,
8909,성공하는,Adjective,,
8913,생기리라,Verb,,
8919,홈,Noun,,
8920,구장,Noun,,
8921,세이프,Noun,,
8922,코,Noun,,
8923,필드,Noun,,
8925,패밀리,Noun,,
8926,석,Noun,,
8928,앉아,Verb,,
8935,우뢰,Noun,,
8946,쏟아진,Verb,,
8951,빨개지며,Adjective,,
8952,웃지도,Verb,,
8953,울,Noun,,
8963,떨구어,Verb,,
8966,스즈키,Noun,,
8967,이치로,Noun,,
8969,연설,Noun,,
8979,바칩니다,Verb,,
8982,말로,Noun,,
8983,끝나던,Verb,,
8995,인들,Josa,,
9000,나타나지,Verb,,
9001,않기로,Verb,,
9002,유명했지만,Adjective,,
9003,관중,Noun,,
9020,여자,Noun,,
9029,부인,Noun,,
9031,오해,Noun,,
9032,받아,Verb,,
9034,관객,Noun,,
9044,절로,Noun,,
9048,쥐어졌다,Verb,,
9054,비운,Noun,,
9056,라이벌,Noun,,
9057,스토리,Noun,,
9059,즐긴다,Verb,,
9089,나온다,Verb,,
9091,아마,Noun,,
9107,짐작,Noun,,
9117,들으면서,Verb,,
9123,해본,Verb,,
9127,반문,Noun,,
9128,해보면,Verb,,
9131,없었던,Adjective,,
9138,정작,Noun,,
9143,어떠한,Adjective,,
9144,감정,Noun,,
9146,없다는,Adjective,,
9156,담았을,Verb,,
9159,그다지,Noun,,
9161,교류,Noun,,
9169,나눴던,Verb,,
9173,없어서,Adjective,,
9182,언제나,Adverb,,
9184,자신,Noun,,
9188,무언가,Noun,,
9195,난다,Verb,,
9197,일본인,Noun,Punctuation,
9200,대부분,Noun,,
9202,그렇듯,Adjective,,
9203,말수,Noun,,
9205,많지,Adjective,,
9206,않았기에,Verb,,
9207,친해질,Verb,,
9217,남는지도,Verb,,
9218,모르겠다,Verb,,
9239,배,Noun,,
9249,선수였고,Verb,,
9257,밟은,Verb,,
9258,선수였기에,Verb,,
9265,여력,Noun,,
9269,솔직히,Adjective,,
9274,겹,Noun,,
9278,밀려,Verb,,
9286,절망,Noun,,
9292,고액,Noun,,
9295,우선,Noun,,
9300,돌아가는,Verb,,
9301,원리,Noun,,
9306,생리,Noun,,
9333,따라서,Noun,,
9344,의견,Noun,,
9346,중요했을,Adjective,,
9372,싫어해,Adjective,,
9377,원망했다면,Adjective,,
9380,얻지,Noun,,
9386,비관,Noun,,
9398,악물게,Verb,,
9400,원동력,Noun,,
9416,있다면,Adjective,,
9424,내고,Verb,,
9428,위대한,Adjective,,
9442,대단하게,Adjective,,
9450,경쟁자,Noun,,
9452,따지자면,Verb,,
9456,비롯,Noun,,
9469,유독,Noun,,
9475,띄기,Verb,,
9478,뛰어나야,Adjective,,
9489,한솥,Noun,,
9490,밥,Noun,,
9492,먹기,Noun,,
9496,끈,Noun,,
9507,누가,Noun,,
9509,콜업,Noun,,
9512,초조해지고,Adjective,,
9521,약해졌다,Verb,,
9522,싶으면,Verb,,
9526,왔다고,Verb,,
9538,어린,Verb,,
9544,있었을,Adjective,,
9550,시스템,Noun,,
9569,올라가,Verb,,
9572,확률,Noun,,
9574,높아지기에,Verb,,
9580,체크,Noun,,
9585,일과,Noun,,
9594,방송,Noun,,
9596,확인,Noun,,
9598,중계,Noun,,
9611,웹사이트,Noun,,
9613,들어가,Verb,,
9623,트레이드,Noun,,
9629,불안정한,Adjective,Punctuation,
9633,끝나기,Verb,,
9636,이어졌던,Verb,,
9649,오늘,Noun,,
9655,타수,Noun,,
9660,본인,Noun,,
9664,물어볼,Verb,,
9672,이러니,Conjunction,,
9676,얼마나,Noun,,
9677,외웠겠나,Verb,,
9687,외고,Noun,,
9697,소수점,Noun,,
9701,틀리지,Verb,,
9710,유일했다,Adjective,,
9714,올라서도,Verb,,
9715,전광판,Noun,,
9725,풀렸다,Verb,,
9729,그걸,Adverb,,
9733,많아진다,Verb,,
9737,0.299,Number,,
9742,안타,Noun,,
9750,넘을,Verb,,
9751,텐데,Eomi,,
9756,욕심,Noun,,
9760,조바심,Noun,,
9765,복잡한,Adjective,,
9770,말아야지,Verb,,
9771,하다가도,Verb,,
9772,궁금해,Adjective,,
9773,견딜,Verb,,
9775,없어,Adjective,,
9778,들어가는,Verb,,
9791,2002년,Number,,
9796,올라간,Verb,,
9797,크리스,Noun,,
9798,스넬링,Noun,,
9809,안보,Noun,,
9811,20,Number,,
9816,넌,Noun,,
9817,그거,Noun,,
9827,해주었다,Verb,,
9830,삼아,Verb,,
9834,받기,Verb,,
9841,보았지만,Verb,,
9848,하는지는,Verb,,
9849,이제야,Noun,,
9851,깨닫고,Verb,,
9856,싸워야,Verb,,
9876,숫자,Noun,,
9877,들이었다는,Verb,,
9887,지우고,Verb,,
9888,잊어가는,Verb,,
9889,요즘,Noun,,
9896,재미있게,Adjective,,
9897,느껴지는,Verb,,
9915,모양,Noun,,
9923,불안하게,Adjective,,
9934,들이었다,Verb,,
9940,건너갔던,Verb,,
9948,990만,Number,,
9953,몸값,Noun,,
9954,잭팟,Noun,,
9956,터뜨린,Verb,,
9960,김병현,Noun,,
9964,담고,Verb,,
9968,월드,Noun,,
9969,시리즈,Noun,,
9979,자랑스러운,Adjective,,
9988,키워,Verb,,
9989,왔던,Verb,,
9998,날리던,Verb,,
9999,나였기에,Verb,,
10004,찾아올,Verb,,
10006,같았다,Adjective,,
10011,이틀,Noun,,
10014,흘러,Verb,,
10019,4년,Number,,
10029,같지,Adjective,,
10040,간판,Noun,,
10051,잊혀지는,Verb,,
10059,뛴다는,Verb,,
10065,나은,Noun,,
10091,전화해서,Adjective,,
10095,싶었지만,Verb,,
10098,다잡았다,Verb,,
10100,거액,Noun,,
10103,달콤함,Adjective,,
10109,나가던,Verb,,
10110,선수였다는,Verb,,
10111,과거,Noun,,
10113,영예,Noun,,
10114,로운,Josa,,
10119,발목,Noun,,
10125,아닌지,Adjective,,
10131,해이,Noun,,
10132,해진,Noun,,
10133,것일,Noun,,
10135,있으리라,Adjective,,
10138,버텼다,Verb,,
10141,생소한,Adjective,,
10153,다그쳤다,Verb,,
10158,해낸다면,Verb,,
10166,악물었다,Verb,,
10168,성공하기까지,Adjective,,
10173,내색,Noun,,
10176,자고,Noun,,
10200,되어있다고,Verb,,
10208,단세,Verb,,
10210,그렉,Noun,,
10211,돕스,Noun,,
10213,J,Alpha,,
10216,풋츠,Noun,,
10218,펠릭스,Noun,,
10219,헤르난,Noun,,
10220,데스,Noun,,
10223,현재,Noun,,
10234,오르,Verb,,
10235,기는,Verb,,
10236,힘들다,Adjective,,
10246,행복한,Adjective,,
10249,다시금,Noun,,
10250,깨닫게,Verb,,
10257,쓰디,Verb,,
10261,헛되,Noun,,
10263,않았다고,Verb,,
10286,넘었다고,Verb,,
10293,또래,Noun,,
10308,훨씬,Adverb,,
10311,업적,Noun,,
10326,마,Noun,Punctuation,
10344,위기,Noun,,
10358,넘,Verb,,
10359,었다,Noun,,
10365,으로도,Josa,,
10367,두려운,Adjective,,
10372,기대,Noun,,
10386,넘어,Verb,,
10395,그려,Verb,,
10396,본다,Verb,,
10404,가겠습니다,Verb,,
10410,싶습니다,Verb,,
10419,내려가게,Verb,,
10420,해달라고,Verb,,
10421,부탁,Noun,,
10426,몰랐다,Verb,,
10430,차려,Noun,,
10435,실로,Noun,,
10436,찾아가,Verb,,
10444,낫겠다며,Verb,,
10456,디디,Noun,,
10462,단추,Noun,,
10478,그런대로,Adverb,,
10482,나가고,Verb,,
10488,쉼,Verb,Punctuation,
10490,전진,Noun,,
10519,전체,Noun,,
10523,뽑히,Verb,,
10536,뽑히기,Verb,,
10538,탓일,Noun,,
10542,30,Number,,
10550,6~8,Number,,
10562,별로,Noun,,
10569,1~2,Number,,
10572,뽑아,Verb,,
10577,25,Number,,
10583,구성,Noun,,
10589,팀내,Noun,,
10594,벌어진다,Verb,,
10602,올랐고,Verb,,
10604,해마다,Adverb,,
10613,주로,Noun,,
10615,뽑혔기에,Verb,,
10625,호들갑,Noun,Punctuation,
10627,떨었다,Verb,,
10631,흐를수록,Verb,,
10634,기미,Noun,,
10636,없자,Adjective,,
10639,냈지만,Verb,,
10642,언젠가,Adverb,,
10645,오리,Noun,,
10647,믿고,Verb,,
10654,급한,Adjective,,
10658,없었겠냐,Adjective,,
10659,마는,Noun,,
10663,호락호락한,Adjective,,
10670,알기에,Verb,,
10673,오면,Verb,,
10674,놓치지,Verb,,
10680,칼,Noun,,
10682,갈고,Noun,,
10685,인지도,Noun,,
10700,축전,Noun,,
10702,벌어지는,Verb,,
10705,유명했다,Adjective,,
10707,메,Noun,,
10711,란,Noun,,
10718,명성,Noun,,
10721,맞는,Verb,,
10725,움직,Noun,,
10727,있으므로,Adjective,,
10734,방출,Noun,,
10735,되거나,Verb,,
10738,리스트,Noun,,
10740,오르는,Verb,,
10741,둥,Noun,,
10742,결원,Noun,,
10744,생기지,Noun,,
10748,인원,Noun,,
10751,원하는,Adjective,,
10753,드물다,Adjective,,
10756,낙타,Noun,,
10758,바늘,Noun,,
10759,구멍,Noun,,
10760,통과,Noun,,
10766,다름,Adjective,,
10785,기다리는,Verb,,
10803,2005년,Number,,
10804,5월,Number,,
10810,왔다,Verb,,
10815,내야수,Noun,,
10817,스,Noun,,
10818,피지,Noun,Punctuation,
10819,오가,Verb,,
10820,15일,Number,,
10821,짜리,Verb,,
10826,오르면서,Verb,,
10829,발탁,Noun,,
10840,내려갈,Verb,,
10843,분명했지만,Adjective,,
10851,입성,Noun,,
10854,빠를,Adjective,,
10864,더하고,Adjective,,
10866,의지,Noun,,
10869,태우며,Verb,,
10873,였지만,Verb,,
10877,만만한,Adjective,,
10882,대타,Noun,,
10886,나서는,Verb,,
10890,얻게,Verb,,
10897,보여주지도,Verb,,
10912,감질나는,Verb,,
10914,이었지만,Verb,,
10921,보여주겠다,Verb,,
10926,노렸다,Verb,,
10928,2006년,Number,,
10932,찾아와,Verb,,
10933,드디어,Adverb,,
10942,2,Number,,
10943,루타,Noun,,
10948,17,Number,,
10958,저조한,Adjective,,
10969,안주,Noun,,
10976,덕아웃,Noun,,
10978,지키며,Verb,,
10981,놓치다가,Verb,,
10985,이건,Noun,,
10993,실,Noun,,
10995,노크,Noun,,
11010,무작정,Noun,,
11013,지키는,Verb,,
11021,안될,Adjective,,
11023,같습니다,Adjective,,
11039,해주십,Verb,,
11040,쇼,Noun,,
11043,30-30,Number,,
11047,무난,Noun,,
11049,거,Noun,,
11051,평,Noun,,
11063,치던,Verb,,
11076,로스,Noun,,
11079,포함,Noun,,
11080,시키지,Verb,,
11081,않았던,Verb,,
11082,하그,Noun,,
11084,브,Noun,,
11088,해보겠다고,Verb,,
11097,많았다,Adjective,,
11100,올라온,Verb,,
11102,인데,Josa,,
11112,날리는,Verb,,
11116,번민,Noun,,
11124,이라도,Josa,Punctuation,
11135,버텨,Verb,,
11154,뛸,Verb,,
11161,내려가,Verb,,
11170,늘리는,Verb,,
11183,지시,Noun,,
11184,해줬으면,Verb,,
11192,와신상담,Noun,,
11206,지켜보는것도,Verb,,
11215,언제,Noun,,
11216,올지,Verb,,
11220,전전긍긍,Noun,,
11221,기다리며,Verb,,
11222,머릿수,Noun,,
11224,채우고,Verb,,
11239,시키기만,Verb,,
11260,중요했고,Adjective,,
11283,찾은,Verb,,
11292,한지,Noun,,
11297,호출,Noun,,
11312,바바시,Noun,,
11313,단장,Noun,,
11321,대충,Noun,,
11322,감은,Verb,,
11325,무슨,Noun,,
11326,일로,Noun,,
11328,찾았는지,Verb,,
11329,물어보았다,Verb,,
11336,간결하게,Adjective,,
11347,내려갔으면,Verb,,
11348,하네,Verb,,
11351,예상,Noun,,
11355,바라고,Verb,,
11368,일개,Noun,Punctuation,
11381,강둥시키,Noun,,
11392,듣고,Verb,,
11396,하다면,Verb,,
11404,내려,Verb,,
11405,보내는,Verb,,
11413,나빴나요,Adjective,,
11423,있나요,Adjective,,
11427,침묵,Noun,,
11429,지키던,Verb,,
11434,열었다,Verb,,
11441,나빴지만,Adjective,,
11443,중견수,Noun,,
11452,자넨,Noun,,
11453,그게,Noun,,
11457,같더군,Adjective,,
11465,평가절하,Noun,,
11478,원했다,Adjective,,
11480,명료하고,Adjective,,
11482,납득,Noun,,
11483,시킬만,Verb,,
11489,서운함을,Adjective,,
11500,격양된,Noun,,
11508,열,Noun,,
11509,여덟,Noun,,
11513,세우고,Verb,,
11521,아십니까,Verb,,
11523,알렉스,Noun,,
11524,로드리게즈,Noun,,
11526,베리,Noun,,
11527,본즈,Noun,,
11529,18,Number,,
11532,20,Number,,
11545,건,Noun,,
11548,아실,Verb,,
11550,아닙니까,Adjective,,
11562,뛰었던,Verb,,
11565,우익수,Noun,,
11566,였다는,Verb,Punctuation,
11570,계실,Adjective,,
11571,겁니다,Verb,,
11573,그런데도,Adjective,,
11576,시켜놓고,Verb,Punctuation,
11583,가능,Noun,,
11593,끝나자,Verb,,
11594,방,Noun,,
11595,안은,Verb,,
11597,조용해졌다,Adjective,,
11607,씩씩,Adverb,,
11613,나섰다,Verb,,
11620,아니었으므로,Adjective,,
11623,시키든,Verb,,
11628,최,Noun,,
11632,보내든,Verb,,
11646,있든,Adjective,,
11647,없든,Adjective,,
11655,있기,Adjective,,
11671,입장,Noun,,
11674,밝히고,Verb,,
11712,위치,Noun,,
11721,커버,Noun,,
11725,범위,Noun,,
11727,기존,Noun,,
11730,달랐기,Adjective,,
11750,오른,Noun,,
11757,보여줘야,Verb,,
11765,불러,Verb,,
11773,나아지고,Verb,,
11781,믿지도,Verb,,
11785,주지,Noun,,
11786,않았으면서,Verb,,
11790,책임,Noun,,
11792,묻는,Verb,,
11795,불합리,Noun,,
11801,불만,Noun,,
11803,직접,Noun,,
11804,털어놓고,Verb,,
11805,나오니,Noun,,
11806,아무런,Adjective,,
11809,남지,Noun,,
11827,난동,Noun,,
11829,부리고,Noun,,
11830,나오는데,Verb,,
11841,나누던,Verb,,
11844,디네,Noun,,
11866,아니잖아,Adjective,,
11880,보여,Verb,,
11885,나머지,Noun,,
11886,29,Number,,
11895,진가,Noun,,
11897,알아보는,Verb,,
11900,분명히,Adjective,,
11907,집착,Noun,,
11920,있으니까,Adjective,,
11926,무게,Noun,,
11930,충고,Noun,,
11941,새겼다,Verb,,
11943,이문,Noun,,
11945,닫히면,Verb,,
11947,문,Noun,,
11949,열릴,Verb,,
11955,어쩌면,Noun,,
11958,냉정한,Adjective,,
11961,실상,Noun,,
11963,봐서,Verb,,
11981,머물며,Verb,,
11992,쉽게,Verb,,
12004,적었다,Verb,,
12010,보이고는,Verb,,
12019,발산,Noun,,
12020,해야겠다는,Verb,,
12027,반도,Noun,,
12034,7월,Number,,
12035,26일,Number,,
12044,인디언스,Noun,,
12046,둥지,Noun,,
12048,옮겼다,Verb,,
12050,설움,Noun,,
12052,억울함이,Adjective,,
12055,섞였고,Verb,,
12056,이번,Noun,,
12063,잡으리라,Verb,,
12068,젊은,Adjective,,
12077,주전,Noun,,
12080,시켰고,Verb,,
12082,이적,Noun,,
12094,맞붙게,Verb,,
12111,꼬집어주고,Verb,,
12120,증명,Noun,,
12121,시켜주고,Verb,,
12127,킹,Noun,,
12131,97,Number,,
12132,마일,Noun,,
12137,느낌,Noun,,
12142,좌,Noun,,
12143,중간,Noun,,
12144,펜스,Noun,,
12146,넘기는,Verb,,
12147,솔로,Noun,,
12150,터졌다,Verb,,
12154,여신,Noun,,
12156,우릴,Noun,,
12158,미소,Noun,,
12159,지었고,Verb,,
12164,지을,Verb,,
12171,응축,Noun,,
12179,풀리면서,Verb,Punctuation,
12194,돌아오면서,Verb,,
12217,펼치자,Verb,,
12222,하하,Noun,,
12234,학부모,Noun,,
12236,상담,Noun,,
12238,하다가,Verb,,
12240,참지,Verb,,
12245,터뜨려,Verb,,
12257,운,Noun,,
12260,자꾸,Noun,,
12266,같다며,Adjective,,
12272,비판,Noun,,
12274,이어,Verb,,
12275,가던,Verb,,
12278,갑작스런,Adjective,,
12282,놀라서,Verb,,
12284,멍하게,Adjective,,
12289,얼른,Noun,,
12290,죄송하다,Adjective,,
12291,사과,Noun,,
12298,참기,Verb,,
12300,창,Noun,,
12303,바라보았다,Verb,,
12308,가신,Noun,,
12312,분,Noun,,
12314,진지하게,Adjective,,
12318,아버님,Noun,,
12322,아드님,Noun,,
12326,정말,Noun,,
12331,했는지,Verb,,
12335,하십니까,Verb,,
12342,있을지,Adjective,,
12352,잇지,Verb,,
12371,만나거나,Verb,,
12375,부모,Noun,,
12377,만나,Verb,,
12392,들어주자는,Verb,,
12393,심정,Noun,,
12395,만나고,Verb,,
12407,했는데,Verb,,
12413,라거,Noun,,
12422,따라주지,Verb,,
12432,들을,Verb,,
12438,짚고,Verb,,
12439,넘어가는,Verb,,
12444,포인트,Noun,,
12457,또는,Adverb,,
12483,개념,Noun,,
12497,꼽히며,Verb,,
12520,에서부터,Josa,,
12521,질리,Noun,,
12533,기를,Verb,,
12534,죽인,Verb,,
12561,평범한,Adjective,,
12568,체력,Noun,,
12570,으로나,Josa,,
12575,밀리는,Verb,,
12590,총량,Noun,,
12598,많았으면,Adjective,,
12599,많았지,Adjective,,
12600,적지,Noun,,
12606,그렇다면,Adjective,,
12633,했으니,Verb,,
12652,각기,Noun,,
12658,그렇기,Adjective,,
12664,악조건,Noun,,
12676,달라지므로,Verb,,
12687,우스운,Adjective,,
12688,짓,Noun,,
12714,지켜보는,Verb,,
12742,감쌀,Verb,,
12743,필요,Noun,,
12745,없게,Adjective,,
12754,것임,Noun,,
12756,분명하다,Adjective,,
12764,찾아왔을,Verb,,
12768,감당,Noun,,
12773,진정한,Adjective,,
12777,거듭,Noun,,
12783,그러니,Adjective,,
12786,찾아오지,Verb,,
12788,불평,Noun,,
12819,부정,Noun,,
12838,담았던,Verb,,
12859,원망했던,Adjective,,
12874,많았었기에,Adjective,,
12880,적었던,Verb,,
12893,토,Noun,,
12894,해내야,Verb,,
12896,압박,Noun,,
12903,무너,Noun,,
12904,뜨리,Verb,,
12905,곤,Noun,,
12915,들보,Noun,,
12919,월등했다면,Adjective,,
12930,거고,Eomi,,
12938,냈을,Verb,,
12946,상대성,Noun,,
12964,해준,Verb,,
12969,고교시절,Noun,,
12978,뽑히면,Verb,,
12981,쯤,Noun,,
12984,만도,Noun,,
12985,한데,Eomi,,
12992,수고,Noun,,
12997,말씀,Noun,,
13000,원망,Noun,,
13001,스러운,Adjective,,
13008,받을까,Verb,,
13013,그러던,Adjective,,
13014,아버,Noun,,
13015,지께,Verb,,
13029,타,Noun,,
13030,선,Noun,,
13032,투입,Noun,,
13042,였던,Verb,,
13054,해줬는지,Verb,,
13055,여쭤,Verb,,
13073,힘쓰고,Verb,,
13091,성과,Noun,,
13093,드러났을,Verb,,
13110,경기도,Noun,,
13113,지켜보신,Verb,,
13128,잡아냈고,Verb,,
13162,아낀다,Verb,,
13173,만족하지,Adjective,,
13177,마이너리거,Noun,,
